,a.Team,a.FGM,a.FGA,a.FG%,a.3PM,a.3PA,a.3P%,a.FTM,a.FTA,a.FT%,a.OREB,a.DREB,a.REB,a.AST,a.STL,a.BLK,a.TOV,a.PF
493,CLE,39,88,44.3,8,29,27.6,14,18,77.8,11,26,37,27,9,5,10,21
494,MEM,38,93,40.9,8,33,24.2,16,19,84.2,15,32,47,22,14,2,21,12
495,DET,48,95,50.5,11,27,40.7,23,26,88.5,15,33,48,27,12,5,11,22
496,CHI,37,91,40.7,4,25,16.0,18,22,81.8,7,36,43,16,8,2,13,20
497,SAS,37,82,45.1,8,24,33.3,18,28,64.3,11,31,42,24,2,1,14,18
498,CLE,40,87,46.0,15,36,41.7,18,22,81.8,11,25,36,29,12,4,10,16
499,NYK,44,96,45.8,13,38,34.2,19,23,82.6,10,40,50,17,5,5,10,20
500,DAL,33,77,42.9,13,34,38.2,20,28,71.4,7,36,43,20,3,3,9,10
501,IND,41,85,48.2,15,35,42.9,23,29,79.3,10,22,32,25,14,5,17,20
502,TOR,48,97,49.5,12,40,30.0,5,7,71.4,11,30,41,28,12,8,10,17
503,MIN,40,82,48.8,11,29,37.9,20,28,71.4,4,32,36,23,8,5,9,18
504,ATL,50,84,59.5,11,29,37.9,26,33,78.8,11,35,46,26,5,6,17,16
505,BKN,49,76,64.5,14,26,53.8,21,27,77.8,6,25,31,29,3,4,16,26
506,SAS,40,106,37.7,8,34,23.5,16,18,88.9,17,31,48,22,11,2,14,19
507,WAS,39,98,39.8,12,38,31.6,18,23,78.3,15,33,48,27,13,7,8,16
508,MEM,42,88,47.7,10,31,32.3,26,37,70.3,11,25,36,26,10,3,14,26
509,UTA,47,90,52.2,20,41,48.8,10,15,66.7,8,27,35,32,5,5,13,18
510,DEN,38,97,39.2,11,34,32.4,12,16,75.0,15,36,51,21,9,5,19,21
511,BOS,32,74,43.2,10,32,31.3,21,27,77.8,5,39,44,21,5,6,17,22
512,CHI,43,88,48.9,5,24,20.8,19,25,76.0,11,34,45,19,5,5,16,23
513,LAC,51,84,60.7,19,38,50.0,12,15,80.0,7,40,47,25,4,9,15,20
514,CHA,39,96,40.6,6,25,24.0,13,18,72.2,10,30,40,19,10,5,14,21
515,DEN,39,80,48.8,11,33,33.3,10,13,76.9,7,27,34,27,8,5,12,20
516,CLE,40,87,46.0,12,33,36.4,11,16,68.8,10,31,41,29,8,4,12,19
517,WAS,42,83,50.6,11,30,36.7,32,41,78.0,6,35,41,28,7,3,11,22
518,SAS,47,90,52.2,13,27,48.1,20,26,76.9,14,26,40,30,7,4,15,18
519,MEM,40,98,40.8,12,36,33.3,8,10,80.0,10,21,31,28,14,3,15,21
520,ATL,39,85,45.9,10,33,30.3,12,19,63.2,9,34,43,24,6,4,19,14
521,CHA,38,85,44.7,2,16,12.5,24,34,70.6,11,31,42,22,8,7,15,23
522,MIN,41,91,45.1,16,42,38.1,16,22,72.7,12,29,41,19,8,7,19,22
523,BOS,36,83,43.4,18,46,39.1,8,11,72.7,8,29,37,24,5,4,18,23
524,MIL,55,98,56.1,23,52,44.2,17,24,70.8,13,37,50,38,11,6,19,27
525,BKN,43,79,54.4,14,27,51.9,20,31,64.5,9,33,42,30,4,7,16,22
526,MEM,40,92,43.5,11,32,34.4,19,27,70.4,15,37,52,28,8,4,20,22
527,LAC,35,77,45.5,12,28,42.9,30,31,96.8,9,37,46,20,6,3,11,23
528,OKC,40,89,44.9,7,26,26.9,14,16,87.5,14,36,50,21,4,5,8,24
529,LAL,45,86,52.3,10,30,33.3,21,27,77.8,10,41,51,23,5,5,13,19
530,NYK,40,82,48.8,18,41,43.9,18,26,69.2,14,33,47,30,4,4,17,24
531,NOP,37,78,47.4,8,30,26.7,14,18,77.8,8,33,41,24,17,4,25,22
532,CHA,45,89,50.6,13,34,38.2,19,22,86.4,6,30,36,28,11,2,12,18
533,IND,36,96,37.5,13,37,35.1,22,26,84.6,11,37,48,22,10,4,15,29
534,MIL,39,86,45.3,14,39,35.9,10,11,90.9,7,29,36,24,3,6,16,17
535,HOU,38,79,48.1,9,24,37.5,19,33,57.6,15,41,56,24,4,6,23,19
536,PHI,49,93,52.7,12,28,42.9,19,23,82.6,16,30,46,27,4,3,15,26
537,ORL,42,90,46.7,14,34,41.2,20,24,83.3,9,32,41,24,3,10,11,19
538,BOS,38,85,44.7,16,35,45.7,14,15,93.3,11,30,41,25,9,8,15,17
539,BKN,43,80,53.8,18,41,43.9,13,20,65.0,6,36,42,26,7,6,11,18
540,NYK,49,83,59.0,13,30,43.3,13,17,76.5,9,25,34,27,5,3,12,15
541,GSW,42,86,48.8,23,43,53.5,13,19,68.4,14,31,45,25,9,4,18,19
542,MIA,33,69,47.8,4,20,20.0,20,27,74.1,5,34,39,15,3,1,16,22
543,NOP,41,91,45.1,10,35,28.6,18,24,75.0,11,28,39,29,9,5,11,21
544,OKC,45,93,48.4,16,40,40.0,7,11,63.6,8,28,36,21,4,1,9,20
545,MEM,43,102,42.2,9,29,31.0,26,40,65.0,24,39,63,24,6,7,14,31
546,LAC,51,81,63.0,15,28,53.6,14,20,70.0,11,21,32,31,4,2,9,13
547,IND,37,84,44.0,8,32,25.0,29,37,78.4,16,23,39,23,7,2,21,18
548,PHI,41,81,50.6,8,26,30.8,15,19,78.9,5,38,43,24,8,8,15,23
549,BKN,43,82,52.4,11,26,42.3,15,25,60.0,2,32,34,27,10,6,13,34
550,TOR,46,87,52.9,14,28,50.0,20,27,74.1,8,30,38,26,8,6,16,19
551,GSW,40,100,40.0,18,52,34.6,20,23,87.0,8,39,47,28,10,7,16,26
552,CHI,50,92,54.3,7,23,30.4,19,21,90.5,11,37,48,23,11,8,14,17
553,MIA,50,94,53.2,12,35,34.3,12,16,75.0,10,33,43,37,11,2,11,17
554,WAS,42,95,44.2,16,42,38.1,16,19,84.2,18,34,52,28,5,9,14,23
555,SAC,43,87,49.4,9,30,30.0,21,27,77.8,14,33,47,23,3,5,11,14
556,IND,39,94,41.5,12,33,36.4,16,24,66.7,20,28,48,23,9,10,24,19
557,ATL,49,86,57.0,13,26,50.0,19,20,95.0,7,28,35,28,7,4,12,23
558,MIN,42,81,51.9,12,32,37.5,22,28,78.6,12,24,36,26,6,10,19,27
559,CLE,42,82,51.2,16,35,45.7,14,21,66.7,11,36,47,29,4,7,19,17
560,CHA,48,96,50.0,9,36,25.0,17,25,68.0,11,26,37,27,14,10,10,20
561,LAC,37,92,40.2,15,34,44.1,14,21,66.7,16,34,50,23,1,6,13,20
562,POR,38,83,45.8,13,40,32.5,24,25,96.0,5,30,35,21,3,4,13,24
563,TOR,46,101,45.5,13,35,37.1,17,27,63.0,20,30,50,20,7,5,9,14
564,PHI,39,73,53.4,13,31,41.9,29,34,85.3,8,25,33,25,12,4,15,17
565,BKN,37,88,42.0,3,23,13.0,21,24,87.5,10,39,49,22,10,8,21,26
566,NOP,38,75,50.7,10,27,37.0,17,22,77.3,3,25,28,26,9,1,17,23
567,HOU,49,100,49.0,11,30,36.7,23,31,74.2,17,31,48,28,0,7,8,25
568,GSW,45,91,49.5,18,44,40.9,19,21,90.5,9,34,43,28,8,1,12,23
569,IND,43,84,51.2,19,40,47.5,14,15,93.3,4,33,37,29,6,5,16,17
570,TOR,38,96,39.6,13,44,29.5,34,41,82.9,14,28,42,27,8,12,6,25
571,UTA,45,84,53.6,13,34,38.2,23,28,82.1,14,36,50,25,0,5,18,12
572,PHX,39,89,43.8,10,33,30.3,18,19,94.7,9,28,37,33,4,4,15,22
573,MIA,43,89,48.3,8,31,25.8,19,20,95.0,12,29,41,30,10,4,16,22
574,BOS,43,87,49.4,20,43,46.5,24,25,96.0,14,33,47,34,1,4,12,21
575,NYK,40,88,45.5,12,30,40.0,25,31,80.6,18,34,52,17,3,6,8,12
576,PHI,43,85,50.6,12,34,35.3,15,19,78.9,5,33,38,29,3,7,10,16
577,OKC,40,90,44.4,12,31,38.7,20,26,76.9,11,39,50,21,5,7,9,14
578,ORL,41,84,48.8,7,29,24.1,27,34,79.4,10,29,39,24,7,2,13,17
579,DAL,41,89,46.1,14,42,33.3,27,33,81.8,13,26,39,31,3,2,9,29
580,HOU,38,84,45.2,7,31,22.6,17,23,73.9,10,29,39,22,8,6,20,17
581,GSW,41,83,49.4,21,51,41.2,15,22,68.2,7,33,40,35,6,4,23,22
582,SAC,49,89,55.1,14,30,46.7,20,25,80.0,7,31,38,24,5,2,6,19
583,BOS,47,99,47.5,19,53,35.8,9,10,90.0,14,32,46,35,8,4,7,15
584,CLE,37,76,48.7,8,28,28.6,20,23,87.0,8,32,40,24,5,2,18,17
585,DAL,43,82,52.4,22,46,47.8,11,19,57.9,2,23,25,28,4,3,11,18
586,MIL,34,84,40.5,19,48,39.6,8,12,66.7,7,25,32,26,7,2,10,13
587,MEM,48,87,55.2,12,32,37.5,22,28,78.6,7,38,45,32,11,8,16,21
588,ATL,43,84,51.2,11,27,40.7,17,18,94.4,5,35,40,19,6,4,12,22
589,PHI,40,89,44.9,17,39,43.6,21,26,80.8,9,28,37,23,5,5,8,17
590,HOU,43,91,47.3,12,37,32.4,16,25,64.0,12,22,34,23,10,4,15,24
591,DEN,41,82,50.0,14,33,42.4,19,25,76.0,10,33,43,24,7,4,11,11
592,NYK,41,92,44.6,8,29,27.6,22,31,71.0,14,40,54,15,3,6,7,23
593,ATL,41,94,43.6,16,33,48.5,15,21,71.4,14,36,50,26,6,9,14,22
594,GSW,55,101,54.5,18,48,37.5,16,20,80.0,12,43,55,33,9,6,13,26
595,OKC,47,92,51.1,11,33,33.3,19,22,86.4,12,34,46,22,12,6,11,19
596,PHX,41,86,47.7,14,23,60.9,20,24,83.3,9,34,43,28,10,3,19,20
597,ORL,42,96,43.8,14,36,38.9,10,16,62.5,11,29,40,23,13,3,15,25
598,NOP,42,86,48.8,11,31,35.5,21,30,70.0,8,40,48,29,7,3,17,21
599,CLE,44,89,49.4,7,22,31.8,24,31,77.4,12,32,44,28,6,1,11,19
600,CHA,41,77,53.2,13,33,39.4,19,27,70.4,9,33,42,27,6,5,22,30
601,OKC,44,86,51.2,14,33,42.4,31,33,93.9,5,34,39,28,7,6,11,22
602,DAL,48,96,50.0,14,42,33.3,9,17,52.9,3,51,54,25,4,9,19,26
603,BOS,41,86,47.7,12,36,33.3,15,17,88.2,12,36,48,23,4,6,14,15
604,MIL,35,87,40.2,22,57,38.6,10,15,66.7,8,31,39,20,10,2,11,12
605,MIN,43,88,48.9,16,33,48.5,16,21,76.2,13,23,36,22,7,2,19,22
606,MIL,45,98,45.9,18,48,37.5,6,11,54.5,14,43,57,28,6,4,11,15
607,NOP,45,87,51.7,11,30,36.7,13,17,76.5,4,29,33,22,5,4,9,17
608,HOU,44,96,45.8,16,41,39.0,11,17,64.7,8,40,48,30,7,3,14,23
609,SAS,50,107,46.7,11,34,32.4,18,23,78.3,17,31,48,33,7,11,12,18
610,CHI,41,88,46.6,9,29,31.0,6,9,66.7,8,31,39,16,7,6,12,19
611,IND,43,90,47.8,12,39,30.8,15,21,71.4,8,33,41,27,8,5,13,25
612,PHX,39,90,43.3,9,32,28.1,10,14,71.4,15,29,44,28,4,2,20,17
613,ORL,40,78,51.3,9,24,37.5,20,25,80.0,6,29,35,19,10,2,16,20
614,PHX,41,90,45.6,14,31,45.2,29,31,93.5,19,38,57,26,5,7,22,22
615,CHA,47,86,54.7,15,35,42.9,11,15,73.3,6,28,34,33,6,4,10,19
616,DAL,30,69,43.5,12,38,31.6,29,36,80.6,3,29,32,15,5,6,12,17
617,DET,36,89,40.4,14,39,35.9,30,36,83.3,3,23,26,23,9,5,11,22
618,CLE,42,90,46.7,10,37,27.0,20,24,83.3,7,30,37,18,7,7,5,25
619,OKC,44,91,48.4,9,35,25.7,14,21,66.7,14,30,44,27,8,3,19,27
620,ORL,41,90,45.6,14,44,31.8,15,20,75.0,9,32,41,24,7,7,13,18
621,LAL,41,93,44.1,8,28,28.6,19,25,76.0,11,33,44,20,12,2,14,14
622,NOP,49,93,52.7,10,26,38.5,24,31,77.4,12,32,44,24,9,5,10,21
623,SAS,44,97,45.4,11,32,34.4,14,16,87.5,12,30,42,28,8,1,14,24
624,MIL,39,89,43.8,19,49,38.8,14,18,77.8,12,36,48,27,3,5,14,17
625,CHI,39,86,45.3,12,35,34.3,9,14,64.3,6,36,42,19,6,1,8,18
626,CLE,45,78,57.7,11,29,37.9,11,17,64.7,3,36,39,29,8,5,14,12
627,CHA,38,88,43.2,11,33,33.3,24,27,88.9,13,36,49,25,8,4,18,26
628,MIN,38,80,47.5,10,28,35.7,18,22,81.8,9,35,44,23,8,4,19,18
629,PHI,46,94,48.9,11,37,29.7,20,23,87.0,14,30,44,24,12,5,14,17
630,UTA,45,88,51.1,10,32,31.3,18,22,81.8,8,38,46,29,7,9,21,18
631,POR,34,76,44.7,9,30,30.0,28,37,75.7,10,32,42,19,5,4,24,24
632,ATL,44,89,49.4,8,26,30.8,16,20,80.0,7,36,43,22,7,9,9,18
633,DAL,31,73,42.5,14,39,35.9,33,42,78.6,8,31,39,21,3,1,13,19
634,BKN,39,76,51.3,12,33,36.4,12,15,80.0,6,34,40,22,8,8,19,21
635,NOP,45,94,47.9,5,29,17.2,22,35,62.9,15,29,44,26,14,4,13,25
636,LAL,50,82,61.0,9,21,42.9,27,33,81.8,10,28,38,26,4,3,17,25
637,UTA,46,93,49.5,12,41,29.3,14,18,77.8,7,32,39,36,6,2,10,24
638,BOS,47,95,49.5,15,34,44.1,12,18,66.7,8,35,43,30,6,10,14,15
639,ORL,44,87,50.6,13,32,40.6,14,24,58.3,7,37,44,26,12,2,11,14
640,BKN,37,85,43.5,15,33,45.5,19,20,95.0,10,33,43,26,8,12,13,23
641,WAS,38,79,48.1,7,24,29.2,27,36,75.0,11,35,46,21,6,2,20,18
642,CHI,48,84,57.1,20,34,58.8,10,17,58.8,8,37,45,33,3,4,12,14
643,NYK,39,83,47.0,16,37,43.2,18,26,69.2,13,38,51,19,3,4,13,23
644,DET,44,93,47.3,11,31,35.5,10,17,58.8,15,22,37,23,11,0,16,22
645,MIA,33,78,42.3,12,38,31.6,26,31,83.9,5,32,37,19,10,3,13,14
646,POR,38,94,40.4,9,33,27.3,14,17,82.4,12,40,52,30,5,1,18,19
647,CHA,53,102,52.0,20,48,41.7,12,19,63.2,13,36,49,32,11,3,5,17
648,CLE,40,88,45.5,10,26,38.5,18,32,56.3,18,22,40,30,7,5,7,18
649,ATL,44,96,45.8,9,31,29.0,17,22,77.3,7,32,39,24,8,5,12,15
650,LAC,44,100,44.0,9,25,36.0,18,27,66.7,18,22,40,22,13,3,10,19
651,LAC,34,91,37.4,5,37,13.5,18,25,72.0,8,33,41,24,7,3,8,14
652,BOS,41,84,48.8,16,43,37.2,26,31,83.9,10,42,52,29,6,8,11,22
653,UTA,46,93,49.5,19,48,39.6,20,21,95.2,9,33,42,33,10,5,8,20
654,MEM,48,92,52.2,12,36,33.3,15,23,65.2,9,40,49,24,5,3,13,22
655,ATL,45,84,53.6,10,30,33.3,20,22,90.9,7,37,44,21,9,4,16,21
656,DET,45,92,48.9,16,36,44.4,16,23,69.6,11,30,41,29,9,1,10,11
657,BKN,42,91,46.2,12,37,32.4,16,21,76.2,5,29,34,24,9,7,11,22
658,SAS,41,82,50.0,11,28,39.3,21,26,80.8,9,29,38,25,5,3,17,24
659,MEM,47,94,50.0,9,30,30.0,28,37,75.7,11,48,59,28,10,8,14,16
660,POR,33,75,44.0,9,29,31.0,31,42,73.8,12,27,39,18,8,7,18,30
661,OKC,36,89,40.4,15,37,40.5,28,31,90.3,9,24,33,23,9,3,9,23
662,MIL,35,88,39.8,13,39,33.3,21,30,70.0,13,60,73,26,4,4,28,24
663,HOU,39,88,44.3,12,38,31.6,18,27,66.7,12,31,43,25,10,4,13,22
664,IND,45,95,47.4,13,36,36.1,23,26,88.5,13,32,45,31,7,8,13,18
665,MIA,43,95,45.3,8,29,27.6,15,21,71.4,14,29,43,24,9,4,13,20
666,PHX,32,81,39.5,10,28,35.7,14,18,77.8,8,41,49,24,8,3,15,19
667,BOS,40,88,45.5,12,40,30.0,25,31,80.6,11,27,38,29,4,7,17,15
668,WAS,42,97,43.3,8,27,29.6,21,23,91.3,14,32,46,27,9,4,10,16
669,SAC,46,86,53.5,9,32,28.1,16,18,88.9,7,33,40,23,7,4,18,26
670,TOR,41,91,45.1,14,42,33.3,18,23,78.3,12,24,36,26,5,11,11,27
671,NOP,42,84,50.0,11,29,37.9,16,20,80.0,10,39,49,26,3,6,17,22
672,DET,34,82,41.5,6,18,33.3,32,41,78.0,9,36,45,16,8,4,21,27
673,ATL,53,109,48.6,11,35,31.4,24,29,82.8,10,43,53,30,9,10,13,17
674,SAS,42,97,43.3,8,31,25.8,11,18,61.1,15,28,43,26,5,4,18,13
675,MIA,39,85,45.9,12,36,33.3,20,24,83.3,12,36,48,22,7,2,11,23
676,LAL,45,93,48.4,10,30,33.3,21,30,70.0,9,44,53,26,6,5,15,21
677,CHI,47,95,49.5,10,33,30.3,30,34,88.2,6,36,42,22,8,2,7,33
678,DAL,34,81,42.0,13,43,30.2,30,34,88.2,8,33,41,19,8,6,8,19
679,PHX,34,87,39.1,10,37,27.0,5,7,71.4,5,31,36,22,4,0,8,17
680,DEN,42,91,46.2,11,29,37.9,16,20,80.0,18,27,45,27,8,1,15,21
681,WAS,50,94,53.2,7,27,25.9,11,16,68.8,12,42,54,29,9,6,18,10
682,BOS,40,87,46.0,9,33,27.3,22,27,81.5,10,31,41,30,8,3,13,15
683,SAC,39,96,40.6,15,43,34.9,15,15,100.0,14,33,47,24,7,4,16,18
684,NYK,35,90,38.9,15,51,29.4,23,32,71.9,16,30,46,20,10,5,10,20
685,NOP,32,91,35.2,8,30,26.7,29,36,80.6,15,31,46,16,6,4,20,21
686,LAC,43,80,53.8,16,34,47.1,28,29,96.6,8,31,39,23,7,6,16,23
687,BKN,48,80,60.0,13,34,38.2,14,19,73.7,2,40,42,26,7,6,14,16
688,DAL,50,86,58.1,14,34,41.2,12,21,57.1,6,20,26,21,5,3,5,24
689,MIA,45,89,50.6,13,39,33.3,23,30,76.7,10,27,37,32,10,1,12,32
690,DET,43,89,48.3,10,27,37.0,20,28,71.4,15,37,52,21,6,6,14,22
691,CLE,39,85,45.9,13,38,34.2,12,19,63.2,15,35,50,20,9,5,21,18
692,PHI,46,99,46.5,11,34,32.4,12,17,70.6,14,42,56,29,7,9,13,24
693,WAS,42,75,56.0,15,35,42.9,20,25,80.0,4,49,53,33,4,10,26,18
694,LAL,52,96,54.2,10,32,31.3,16,18,88.9,12,43,55,34,7,6,16,17
695,DET,41,86,47.7,17,39,43.6,19,24,79.2,13,22,35,28,8,1,16,16
696,PHI,42,75,56.0,14,34,41.2,18,22,81.8,3,26,29,28,5,7,19,22
697,MIA,39,87,44.8,14,35,40.0,27,30,90.0,11,25,36,21,13,4,15,19
698,MIN,40,92,43.5,8,30,26.7,26,34,76.5,7,29,36,18,10,5,8,28
699,UTA,46,84,54.8,8,32,25.0,25,30,83.3,7,30,37,30,7,2,13,20
700,POR,42,91,46.2,12,39,30.8,16,23,69.6,17,32,49,22,2,4,16,20
701,PHX,35,71,49.3,14,30,46.7,20,23,87.0,9,33,42,26,7,1,27,17
702,OKC,42,99,42.4,11,36,30.6,18,21,85.7,11,30,41,15,9,1,12,27
703,LAC,43,89,48.3,15,39,38.5,9,14,64.3,8,33,41,26,4,4,13,20
704,MEM,48,95,50.5,13,29,44.8,10,14,71.4,17,36,53,37,4,4,16,20
705,HOU,38,86,44.2,12,34,35.3,26,37,70.3,12,36,48,21,5,0,13,23
706,NYK,38,90,42.2,15,41,36.6,24,31,77.4,13,25,38,20,7,2,13,21
707,CLE,50,96,52.1,12,28,42.9,14,20,70.0,17,27,44,29,7,4,11,17
708,MIN,42,83,50.6,10,29,34.5,24,32,75.0,5,30,35,18,6,8,11,28
709,ORL,35,85,41.2,5,22,22.7,26,34,76.5,15,32,47,24,5,5,13,26
710,LAL,37,77,48.1,13,36,36.1,11,15,73.3,8,36,44,25,2,4,26,16
711,MIL,41,110,37.3,9,44,20.5,22,32,68.8,22,39,61,18,7,6,14,21
712,UTA,37,91,40.7,15,46,32.6,18,26,69.2,10,40,50,26,3,6,12,22
713,DEN,49,85,57.6,12,27,44.4,16,18,88.9,7,27,34,31,6,8,16,24
714,BKN,42,83,50.6,10,26,38.5,14,17,82.4,5,42,47,22,0,13,12,18
715,PHX,39,87,44.8,13,31,41.9,11,16,68.8,11,19,30,25,7,4,11,21
716,LAL,49,90,54.4,17,43,39.5,14,17,82.4,9,37,46,32,4,2,14,16
717,PHX,43,87,49.4,17,31,54.8,22,25,88.0,15,32,47,26,7,9,22,23
718,HOU,38,95,40.0,14,45,31.1,12,14,85.7,13,36,49,24,5,2,15,16
719,ATL,40,89,44.9,12,30,40.0,22,29,75.9,9,33,42,26,4,3,9,19
720,CHA,38,92,41.3,10,38,26.3,19,25,76.0,9,38,47,22,6,7,14,20
721,NYK,45,103,43.7,16,50,32.0,15,24,62.5,17,38,55,27,5,0,10,23
722,DEN,41,86,47.7,13,37,35.1,18,21,85.7,10,30,40,34,12,3,13,18
723,PHI,39,84,46.4,6,31,19.4,27,31,87.1,10,29,39,21,8,10,16,24
724,LAC,45,93,48.4,15,38,39.5,19,23,82.6,15,32,47,27,8,3,11,17
725,SAS,46,99,46.5,10,29,34.5,12,14,85.7,16,25,41,20,9,4,15,21
726,LAC,49,91,53.8,19,44,43.2,25,29,86.2,10,38,48,25,13,3,19,24
727,IND,35,83,42.2,9,35,25.7,14,20,70.0,6,30,36,23,9,5,13,18
728,MIN,43,79,54.4,15,34,44.1,9,14,64.3,8,36,44,31,4,3,22,14
729,HOU,50,90,55.6,17,44,38.6,16,22,72.7,8,37,45,28,7,5,13,15
730,CHA,41,103,39.8,12,36,33.3,19,25,76.0,18,27,45,25,8,3,13,21
731,UTA,39,97,40.2,13,43,30.2,31,37,83.8,16,29,45,20,10,3,12,22
732,BKN,47,82,57.3,18,30,60.0,13,17,76.5,7,31,38,27,7,4,17,25
733,MIL,42,84,50.0,13,36,36.1,21,27,77.8,8,31,39,22,8,1,15,16
734,PHX,45,94,47.9,17,35,48.6,18,26,69.2,12,34,46,32,7,9,14,30
735,MEM,39,94,41.5,9,39,23.1,22,30,73.3,9,35,44,19,5,6,13,23
736,LAL,39,80,48.8,9,28,32.1,28,32,87.5,6,29,35,18,5,2,10,23
737,PHI,39,77,50.6,18,39,46.2,23,29,79.3,5,27,32,22,5,2,8,19
738,WAS,49,88,55.7,10,32,31.3,17,24,70.8,5,35,40,30,9,4,10,23
739,DAL,36,80,45.0,16,44,36.4,24,27,88.9,7,27,34,20,10,7,14,21
